StartDate (mm/dd/yyyy),Age,Attrition,BusinessTravel,Performance Score,Department,DistanceFromHome (miles),Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate (Dollars),JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,43,No,Travel_Rarely,1291,Research & Development,15,College,Life Sciences,1666,High,Male,65,Medium,4,Research Director,Married,17603,3525,1,Y,No,24,Average,80,1,14,3,3,14,10,6,11
,35,Yes,Travel_Frequently,880,Sales,12,Master,Other,1667,Very High,Male,36,High,2,Sales Executive,Single,4581,10414,3,Y,Yes,24,Average,80,0,13,2,4,11,9,6,7
,38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,1668,Very High,Male,90,High,2,Research Scientist,Married,4735,9867,7,Y,No,15,Average,80,2,19,4,4,13,11,2,9
,29,No,Travel_Rarely,991,Sales,5,Bachelor,Medical,1669,Low,Male,43,Medium,2,Sales Executive,Divorced,4187,3356,1,Y,Yes,13,Average,80,1,10,3,2,10,0,0,9
,33,No,Travel_Rarely,392,Sales,2,Master,Medical,1670,Very High,Male,93,High,2,Sales Executive,Divorced,5505,3921,1,Y,No,14,Average,80,2,6,5,3,6,2,0,4
,32,No,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,1671,Very High,Male,45,High,2,Research Scientist,Divorced,5470,25518,0,Y,No,13,Average,80,2,10,4,2,9,5,1,6
,31,No,Travel_Rarely,1112,Sales,5,Master,Life Sciences,1673,Low,Female,67,High,2,Sales Executive,Married,5476,22589,1,Y,No,11,Average,80,2,10,2,3,10,0,0,2
,49,No,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,1674,Very High,Female,74,High,1,Laboratory Technician,Divorced,2587,24941,4,Y,Yes,16,Average,80,1,17,2,2,2,2,2,2
,38,No,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,1675,Very High,Female,42,Medium,1,Laboratory Technician,Single,2440,23826,1,Y,No,22,Average,80,0,4,3,3,4,3,3,3
,47,No,Travel_Rarely,1225,Sales,2,Master,Life Sciences,1676,Medium,Female,47,Very High,4,Manager,Divorced,15972,21086,6,Y,No,14,Average,80,3,29,2,3,3,2,1,2
,49,No,Travel_Rarely,809,Research & Development,1,Bachelor,Life Sciences,1677,High,Male,36,High,4,Manager,Single,15379,22384,4,Y,No,14,Average,80,0,23,2,3,8,7,0,0
,41,No,Travel_Rarely,1206,Sales,23,College,Life Sciences,1678,Very High,Male,80,High,3,Sales Executive,Single,7082,11591,3,Y,Yes,16,Average,80,0,21,2,3,2,0,0,2
,20,No,Travel_Rarely,727,Sales,9,Below College,Life Sciences,1680,Very High,Male,54,High,1,Sales Representative,Single,2728,21082,1,Y,No,11,Average,80,0,2,3,3,2,2,0,2
,33,No,Non-Travel,530,Sales,16,Bachelor,Life Sciences,1681,High,Female,36,High,2,Sales Executive,Divorced,5368,16130,1,Y,Yes,25,Average,80,1,7,2,3,6,5,1,2
,36,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,1682,Low,Male,80,High,2,Healthcare Representative,Married,5347,7419,6,Y,No,14,Average,80,2,10,2,2,3,2,0,2
,44,No,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,1683,High,Female,44,High,1,Human Resources,Divorced,3195,4167,4,Y,Yes,18,Average,80,3,8,2,3,2,2,2,2
,23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,Medical,1684,Very High,Male,93,Medium,1,Laboratory Technician,Single,3989,20586,1,Y,Yes,11,Average,80,0,5,2,3,5,4,1,2
,38,No,Travel_Rarely,1495,Research & Development,4,College,Medical,1687,Very High,Female,87,High,1,Laboratory Technician,Married,3306,26176,7,Y,No,19,Average,80,1,7,5,2,0,0,0,0
,53,No,Travel_Rarely,1395,Research & Development,24,Master,Medical,1689,Medium,Male,48,Very High,3,Healthcare Representative,Married,7005,3458,3,Y,No,15,Average,80,0,11,2,3,4,3,1,2
,48,Yes,Travel_Frequently,708,Sales,7,College,Medical,1691,Very High,Female,95,High,1,Sales Representative,Married,2655,11740,2,Y,Yes,11,Average,80,2,19,3,3,9,7,7,7
,32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,1692,Very High,Male,95,High,1,Laboratory Technician,Single,1393,24852,1,Y,No,12,Average,80,0,1,2,3,1,0,0,0
,26,No,Non-Travel,786,Research & Development,7,Bachelor,Medical,1693,Very High,Male,76,High,1,Laboratory Technician,Single,2570,11925,1,Y,No,20,Average,80,0,7,5,3,7,7,5,7
,55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,1694,Low,Male,94,Medium,1,Research Scientist,Divorced,3537,23737,5,Y,No,12,Average,80,1,8,1,3,4,2,1,2
,34,No,Travel_Rarely,1157,Research & Development,5,College,Medical,1696,Medium,Male,57,Medium,2,Laboratory Technician,Married,3986,11912,1,Y,No,14,Average,80,1,15,3,4,15,10,4,13
,60,No,Travel_Rarely,370,Research & Development,1,Master,Medical,1697,High,Male,92,Low,3,Healthcare Representative,Divorced,10883,20467,3,Y,No,20,Average,80,1,19,2,4,1,0,0,0
,33,No,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,1698,Medium,Male,79,Very High,1,Laboratory Technician,Married,2028,13637,1,Y,No,18,Average,80,3,14,6,3,14,11,2,13
,37,No,Travel_Frequently,1278,Sales,1,Master,Medical,1700,High,Male,31,Low,2,Sales Executive,Divorced,9525,7677,1,Y,No,14,Average,80,2,6,2,2,6,3,1,3
,34,No,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,1701,Medium,Female,35,Medium,1,Research Scientist,Married,2929,20338,1,Y,No,12,Average,80,0,10,3,3,10,9,8,7
,23,Yes,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,1702,High,Male,99,High,1,Sales Representative,Divorced,2275,25103,1,Y,Yes,21,Average,80,1,3,2,3,3,2,0,2
,44,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,1703,High,Female,96,Very High,3,Healthcare Representative,Married,7879,14810,1,Y,Yes,19,Average,80,1,9,2,3,8,7,6,7
,35,No,Travel_Frequently,146,Research & Development,2,Master,Medical,1704,Low,Male,79,Medium,1,Research Scientist,Single,4930,13970,0,Y,Yes,14,Average,80,0,6,2,4,5,4,1,4
,43,No,Travel_Rarely,1179,Sales,2,Bachelor,Medical,1706,Very High,Male,73,High,2,Sales Executive,Married,7847,6069,1,Y,Yes,17,Average,80,1,10,3,3,10,9,8,8
,24,No,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,1707,High,Male,62,Very High,1,Research Scientist,Married,4401,17616,1,Y,No,16,Average,80,1,5,1,3,5,3,0,4
,41,No,Travel_Rarely,918,Sales,6,Bachelor,Marketing,1708,Very High,Male,35,High,3,Sales Executive,Single,9241,15869,1,Y,No,12,Average,80,0,10,3,3,10,8,8,7
,29,No,Travel_Rarely,1082,Research & Development,9,Master,Medical,1709,Very High,Female,43,High,1,Laboratory Technician,Married,2974,25412,9,Y,No,17,Average,80,1,9,2,3,5,3,1,2
,36,No,Travel_Rarely,530,Sales,2,Master,Life Sciences,1710,High,Female,51,High,2,Sales Representative,Single,4502,7439,3,Y,No,15,Average,80,0,17,2,2,13,7,6,7
,45,No,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,1712,High,Male,74,Medium,3,Healthcare Representative,Married,10748,3395,3,Y,No,23,Average,80,1,25,3,2,23,15,14,4
,24,Yes,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,1714,Very High,Male,58,Low,1,Human Resources,Married,1555,11585,1,Y,No,11,Average,80,1,1,2,3,1,0,0,0
,47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,1716,High,Male,82,Low,4,Sales Executive,Married,12936,24164,7,Y,No,11,Average,80,0,25,3,1,23,5,14,10
,26,No,Travel_Rarely,390,Research & Development,17,Master,Medical,1718,Very High,Male,62,Low,1,Laboratory Technician,Married,2305,6217,1,Y,No,15,Average,80,3,3,3,4,3,2,0,2
,45,No,Travel_Rarely,1005,Research & Development,28,College,Technical Degree,1719,Very High,Female,48,Medium,4,Research Director,Single,16704,17119,1,Y,No,11,Average,80,0,21,2,3,21,6,8,6
,32,No,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,1720,Low,Male,56,High,1,Research Scientist,Married,3433,17360,6,Y,No,13,Average,80,1,10,3,2,5,2,1,3
,31,No,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,1721,Medium,Male,69,High,1,Laboratory Technician,Married,3477,18103,1,Y,No,14,Average,80,1,6,2,4,5,2,0,3
,41,No,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,1722,High,Male,60,Low,2,Human Resources,Married,6430,20794,6,Y,No,19,Average,80,1,10,4,3,3,2,1,2
,40,No,Travel_Rarely,369,Research & Development,8,College,Life Sciences,1724,Medium,Female,92,High,2,Manufacturing Director,Married,6516,5041,2,Y,Yes,16,Average,80,1,18,3,3,1,0,0,0
,24,No,Travel_Rarely,506,Research & Development,29,Below College,Medical,1725,Medium,Male,91,High,1,Laboratory Technician,Divorced,3907,3622,1,Y,No,13,Average,80,3,6,2,4,6,2,1,2
,46,No,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,1727,High,Male,34,High,2,Healthcare Representative,Single,5562,9697,6,Y,No,14,Average,80,0,19,3,3,10,7,0,9
,35,No,Travel_Rarely,1370,Research & Development,27,Master,Life Sciences,1728,Very High,Male,49,High,2,Manufacturing Director,Married,6883,5151,2,Y,No,16,Average,80,1,17,3,3,7,7,0,7
,30,No,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,1729,Medium,Male,33,High,1,Research Scientist,Married,2862,3811,1,Y,No,12,Average,80,1,10,2,2,10,0,0,8
,47,No,Non-Travel,543,Sales,2,Master,Marketing,1731,High,Male,87,High,2,Sales Executive,Married,4978,3536,7,Y,No,11,Average,80,1,4,3,1,1,0,0,0
,46,No,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,1732,High,Male,74,High,3,Sales Executive,Divorced,10368,5596,4,Y,Yes,12,Average,80,1,13,5,2,10,6,0,3
,36,Yes,Travel_Rarely,1456,Sales,13,Doctor,Marketing,1733,Medium,Male,96,Medium,2,Sales Executive,Divorced,6134,8658,5,Y,Yes,13,Average,80,3,16,3,3,2,2,2,2
,32,Yes,Travel_Rarely,964,Sales,1,College,Life Sciences,1734,Low,Male,34,Low,2,Sales Executive,Single,6735,12147,6,Y,No,15,Average,80,0,10,2,3,0,0,0,0
,23,No,Travel_Rarely,160,Research & Development,4,Below College,Medical,1735,High,Female,51,High,1,Laboratory Technician,Single,3295,12862,1,Y,No,13,Average,80,0,3,3,1,3,2,1,2
,31,No,Travel_Frequently,163,Research & Development,24,Below College,Technical Degree,1736,Very High,Female,30,High,2,Manufacturing Director,Single,5238,6670,2,Y,No,20,Average,80,0,9,3,2,5,4,1,4
,39,No,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,1737,Very High,Male,77,High,2,Laboratory Technician,Married,6472,8989,1,Y,Yes,15,Average,80,1,9,2,3,9,8,5,8
,32,No,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,1739,Very High,Male,80,Low,3,Sales Executive,Married,9610,3840,3,Y,No,13,Average,80,1,10,2,1,4,3,0,2
,40,No,Travel_Rarely,611,Sales,7,Master,Medical,1740,Medium,Male,88,High,5,Manager,Single,19833,4349,1,Y,No,14,Average,80,0,21,3,2,21,8,12,8
,45,No,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,1744,High,Female,56,Low,3,Human Resources,Married,9756,6595,4,Y,No,21,Average,80,2,9,2,4,5,0,0,3
,30,No,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,1745,Very High,Female,78,Medium,1,Research Scientist,Single,4968,26427,0,Y,No,16,Average,80,0,10,2,3,9,7,0,7
,24,No,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,1746,Low,Male,59,High,1,Human Resources,Married,2145,2097,0,Y,No,14,Average,80,1,3,2,3,2,2,2,1
,30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,1747,High,Female,66,Medium,1,Human Resources,Divorced,2180,9732,6,Y,No,11,Average,80,1,6,0,2,4,2,1,2
,31,No,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,1749,Low,Male,51,High,2,Sales Executive,Married,8346,20943,1,Y,No,19,Average,80,1,6,3,3,5,2,0,2
,27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,Medical,1751,High,Female,67,High,1,Research Scientist,Single,3445,6152,1,Y,No,11,Average,80,0,6,5,2,6,2,1,4
,29,Yes,Travel_Rarely,428,Sales,9,Bachelor,Marketing,1752,Medium,Female,52,Low,1,Sales Representative,Single,2760,14630,1,Y,No,13,Average,80,0,2,3,3,2,2,2,2
,29,No,Travel_Frequently,461,Research & Development,1,Bachelor,Life Sciences,1753,Very High,Male,70,Very High,2,Healthcare Representative,Single,6294,23060,8,Y,Yes,12,Average,80,0,10,5,4,3,2,0,2
,30,No,Travel_Rarely,979,Sales,15,College,Marketing,1754,High,Male,94,Medium,3,Sales Executive,Divorced,7140,3088,2,Y,No,11,Average,80,1,12,2,3,7,7,1,7
,34,No,Travel_Rarely,181,Research & Development,2,Master,Medical,1755,Very High,Male,97,Very High,1,Research Scientist,Married,2932,5586,0,Y,Yes,14,Average,80,3,6,3,3,5,0,1,2
,33,No,Non-Travel,1283,Sales,2,Bachelor,Marketing,1756,Very High,Female,62,High,2,Sales Executive,Single,5147,10697,8,Y,No,15,Average,80,0,13,2,2,11,7,1,7
,49,No,Travel_Rarely,1313,Sales,11,Master,Marketing,1757,Very High,Female,80,High,2,Sales Executive,Single,4507,8191,3,Y,No,12,Average,80,0,8,1,4,5,1,0,4
,33,Yes,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,1758,Low,Female,74,High,3,Sales Executive,Single,8564,10092,2,Y,Yes,20,Average,80,0,11,2,2,0,0,0,0
,38,No,Travel_Frequently,594,Research & Development,2,College,Medical,1760,High,Female,75,Medium,1,Laboratory Technician,Married,2468,15963,4,Y,No,14,Average,80,1,9,4,2,6,1,0,5
,31,Yes,Travel_Rarely,1079,Sales,16,Master,Marketing,1761,Low,Male,70,High,3,Sales Executive,Married,8161,19002,2,Y,No,13,Average,80,3,10,2,3,1,0,0,0
,29,No,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,1762,Very High,Female,91,Medium,1,Research Scientist,Divorced,2109,10007,1,Y,No,13,Average,80,1,1,2,3,1,0,0,0
,30,No,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,1763,High,Male,58,Very High,2,Healthcare Representative,Married,5294,9128,3,Y,No,16,Average,80,1,10,3,3,7,0,1,7
,32,No,Non-Travel,953,Research & Development,5,Master,Technical Degree,1764,Medium,Male,65,High,1,Research Scientist,Single,2718,17674,2,Y,No,14,Average,80,0,12,3,3,7,7,0,7
,38,No,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,1766,Medium,Male,60,Low,2,Healthcare Representative,Married,5811,24539,3,Y,Yes,16,Average,80,1,15,2,3,1,0,1,0
,43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,1767,High,Male,38,Medium,1,Research Scientist,Married,2437,15587,9,Y,Yes,16,Average,80,1,6,4,3,1,0,0,0
,42,No,Travel_Rarely,855,Research & Development,12,Bachelor,Medical,1768,Medium,Male,57,High,1,Laboratory Technician,Divorced,2766,8952,8,Y,No,22,Average,80,3,7,6,2,5,3,0,4
,55,No,Travel_Rarely,478,Research & Development,2,Bachelor,Medical,1770,High,Male,60,Medium,5,Research Director,Married,19038,19805,8,Y,No,12,Average,80,3,34,2,3,1,0,0,0
,33,No,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,1771,Very High,Male,90,High,2,Research Scientist,Divorced,3055,6194,5,Y,No,15,Average,80,2,11,2,2,9,8,1,7
,41,No,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,1772,High,Male,94,High,1,Laboratory Technician,Divorced,2289,20520,1,Y,No,20,Average,80,2,5,2,3,5,3,0,4
,34,No,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,1774,Very High,Male,87,High,2,Sales Executive,Divorced,4001,12313,1,Y,Yes,14,Average,80,1,15,3,3,15,14,0,7
,53,No,Non-Travel,661,Research & Development,1,Master,Medical,1775,Low,Female,60,Medium,4,Manufacturing Director,Married,12965,22308,4,Y,Yes,20,Average,80,3,27,2,2,3,2,0,2
,43,No,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,1778,Medium,Male,97,High,1,Human Resources,Single,3539,5033,0,Y,No,13,Average,80,0,10,5,3,9,7,1,8
,34,No,Travel_Rarely,511,Sales,3,College,Life Sciences,1779,Very High,Female,32,Low,2,Sales Executive,Single,6029,25353,5,Y,No,12,Average,80,0,6,3,3,2,2,2,2
,21,Yes,Travel_Rarely,337,Sales,7,Below College,Marketing,1780,Medium,Male,31,High,1,Sales Representative,Single,2679,4567,1,Y,No,13,Average,80,0,1,3,3,1,0,1,0
,38,No,Travel_Rarely,1153,Research & Development,6,College,Other,1782,Very High,Female,40,Medium,1,Laboratory Technician,Married,3702,16376,1,Y,No,11,Average,80,1,5,3,3,5,4,0,4
,22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,Medical,1783,High,Female,79,High,1,Laboratory Technician,Married,2398,15999,1,Y,Yes,17,Average,80,0,1,6,3,1,0,0,0
,31,No,Travel_Rarely,196,Sales,29,Master,Marketing,1784,Low,Female,91,Medium,2,Sales Executive,Married,5468,13402,1,Y,No,14,Average,80,2,13,3,3,12,7,5,7
,51,No,Travel_Rarely,942,Research & Development,3,Bachelor,Technical Degree,1786,Low,Female,53,High,3,Manager,Married,13116,22984,2,Y,No,11,Average,80,0,15,2,3,2,2,2,2
,37,No,Travel_Rarely,589,Sales,9,College,Marketing,1787,Medium,Male,46,Medium,2,Sales Executive,Married,4189,8800,1,Y,No,14,Average,80,2,5,2,3,5,2,0,3
,46,No,Travel_Rarely,734,Research & Development,2,Master,Medical,1789,High,Male,46,High,5,Research Director,Divorced,19328,14218,7,Y,Yes,17,Average,80,1,24,3,3,2,1,2,2
,36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,1790,Very High,Male,90,High,3,Healthcare Representative,Married,8321,25949,7,Y,Yes,13,Average,80,1,15,1,3,12,8,5,7
,44,Yes,Travel_Frequently,429,Research & Development,1,College,Medical,1792,High,Male,99,High,1,Research Scientist,Divorced,2342,11092,1,Y,Yes,12,Average,80,3,6,2,2,5,3,2,3
,37,No,Travel_Rarely,1239,Human Resources,8,College,Other,1794,High,Male,89,High,2,Human Resources,Divorced,4071,12832,2,Y,No,13,Average,80,0,19,4,2,10,0,4,7
,35,Yes,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,1797,High,Male,84,High,2,Sales Executive,Single,5813,13492,1,Y,Yes,18,Average,80,0,10,2,3,10,7,7,7
,33,No,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,1798,Very High,Male,90,Very High,1,Research Scientist,Married,3143,6076,6,Y,No,19,Average,80,1,14,1,3,10,8,7,6
,28,No,Travel_Rarely,1181,Research & Development,1,Bachelor,Life Sciences,1799,High,Male,82,High,1,Research Scientist,Married,2044,5531,1,Y,No,11,Average,80,1,5,6,4,5,3,0,3
,39,No,Travel_Rarely,1253,Research & Development,10,Below College,Medical,1800,High,Male,65,High,3,Research Director,Single,13464,7914,7,Y,No,21,Average,80,0,9,3,3,4,3,2,2
,46,No,Non-Travel,849,Sales,26,College,Life Sciences,1801,Medium,Male,98,Medium,2,Sales Executive,Single,7991,25166,8,Y,No,15,Average,80,0,6,3,3,2,2,2,2
,40,No,Travel_Rarely,616,Research & Development,2,College,Life Sciences,1802,High,Female,99,High,1,Laboratory Technician,Married,3377,25605,4,Y,No,17,Average,80,1,7,5,2,4,3,0,2
,42,No,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,1803,Medium,Male,95,Very High,2,Healthcare Representative,Married,5538,5696,5,Y,No,18,Average,80,2,10,2,2,0,0,0,0
,35,No,Non-Travel,1180,Research & Development,2,College,Medical,1804,Medium,Male,90,High,2,Manufacturing Director,Divorced,5762,24442,2,Y,No,14,Average,80,1,15,6,3,7,7,1,7
,38,No,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,1805,Low,Male,100,High,1,Human Resources,Divorced,2592,7129,5,Y,No,13,Average,80,3,13,3,3,11,10,3,8
,34,Yes,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,1807,Very High,Male,93,High,2,Laboratory Technician,Married,5346,6208,4,Y,No,17,Average,80,1,11,3,2,7,1,0,7
,37,Yes,Travel_Rarely,370,Research & Development,10,Master,Medical,1809,Very High,Male,58,High,2,Manufacturing Director,Single,4213,4992,1,Y,No,15,Average,80,0,10,4,1,10,3,0,8
,39,No,Travel_Frequently,766,Sales,20,Bachelor,Life Sciences,1812,High,Male,83,High,2,Sales Executive,Divorced,4127,19188,2,Y,No,18,Average,80,1,7,6,3,2,1,2,2
,43,No,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,1813,Low,Male,52,High,1,Research Scientist,Single,2438,24978,4,Y,No,13,Average,80,0,7,2,2,3,2,1,2
,41,No,Travel_Rarely,447,Research & Development,5,Bachelor,Life Sciences,1814,Medium,Male,85,Very High,2,Healthcare Representative,Single,6870,15530,3,Y,No,12,Excellent,80,0,11,3,1,3,2,1,2
,41,No,Travel_Rarely,796,Sales,4,Below College,Marketing,1815,High,Female,81,High,3,Sales Executive,Divorced,10447,26458,0,Y,Yes,13,Excellent,80,1,23,3,4,22,14,13,5
,30,No,Travel_Rarely,1092,Research & Development,10,Bachelor,Medical,1816,Low,Female,64,High,3,Manufacturing Director,Single,9667,2739,9,Y,No,14,Excellent,80,0,9,3,3,7,7,0,2
,26,Yes,Travel_Rarely,920,Human Resources,20,College,Medical,1818,Very High,Female,69,High,1,Human Resources,Married,2148,6889,0,Y,Yes,11,Excellent,80,0,6,3,3,5,1,1,4
,46,Yes,Travel_Rarely,261,Research & Development,21,College,Medical,1821,Very High,Female,66,High,2,Healthcare Representative,Married,8926,10842,4,Y,No,22,Outstanding,80,1,13,2,4,9,7,3,7
,40,No,Travel_Rarely,1194,Research & Development,1,Bachelor,Life Sciences,1822,High,Female,52,High,2,Healthcare Representative,Divorced,6513,9060,4,Y,No,17,Excellent,80,1,12,3,3,5,3,0,3
,34,No,Travel_Rarely,810,Sales,8,College,Technical Degree,1823,Medium,Male,92,Very High,2,Sales Executive,Married,6799,22128,1,Y,No,21,Outstanding,80,2,10,5,3,10,8,4,8
,58,No,Non-Travel,350,Sales,2,Bachelor,Medical,1824,Medium,Male,52,High,4,Manager,Divorced,16291,22577,4,Y,No,22,Outstanding,80,1,37,0,2,16,9,14,14
,35,No,Travel_Rarely,185,Research & Development,23,Master,Medical,1826,Medium,Male,91,Low,1,Laboratory Technician,Married,2705,9696,0,Y,No,16,Excellent,80,1,6,2,4,5,4,0,3
,47,No,Travel_Rarely,1001,Research & Development,4,Bachelor,Life Sciences,1827,High,Female,92,Medium,3,Manufacturing Director,Divorced,10333,19271,8,Y,Yes,12,Excellent,80,1,28,4,3,22,11,14,10
,40,No,Travel_Rarely,750,Research & Development,12,Bachelor,Life Sciences,1829,Medium,Female,47,High,2,Healthcare Representative,Divorced,4448,10748,2,Y,No,12,Excellent,80,1,15,3,3,7,4,7,7
,54,No,Travel_Rarely,431,Research & Development,7,Master,Medical,1830,Very High,Female,68,High,2,Research Scientist,Married,6854,15696,4,Y,No,15,Excellent,80,1,14,2,2,7,1,1,7
,31,No,Travel_Frequently,1125,Sales,7,Master,Marketing,1833,Low,Female,68,High,3,Sales Executive,Married,9637,8277,2,Y,No,14,Excellent,80,2,9,3,3,3,2,2,2
,28,No,Travel_Rarely,1217,Research & Development,1,Bachelor,Medical,1834,High,Female,67,High,1,Research Scientist,Married,3591,12719,1,Y,No,25,Outstanding,80,1,3,3,3,3,2,1,2
,38,No,Travel_Rarely,723,Sales,2,Master,Marketing,1835,Medium,Female,77,Low,2,Sales Representative,Married,5405,4244,2,Y,Yes,20,Outstanding,80,2,20,4,2,4,2,0,3
,26,No,Travel_Rarely,572,Sales,10,Bachelor,Medical,1836,High,Male,46,High,2,Sales Executive,Single,4684,9125,1,Y,No,13,Excellent,80,0,5,4,3,5,3,1,2
,58,No,Travel_Frequently,1216,Research & Development,15,Master,Life Sciences,1837,Low,Male,87,High,4,Research Director,Married,15787,21624,2,Y,Yes,14,Excellent,80,0,23,3,3,2,2,2,2
,18,No,Non-Travel,1431,Research & Development,14,Bachelor,Medical,1839,Medium,Female,33,High,1,Research Scientist,Single,1514,8018,1,Y,No,16,Excellent,80,0,0,4,1,0,0,0,0
,31,Yes,Travel_Rarely,359,Human Resources,18,Doctor,Human Resources,1842,Very High,Male,89,Very High,1,Human Resources,Married,2956,21495,0,Y,No,17,Excellent,80,0,2,4,3,1,0,0,0
,29,Yes,Travel_Rarely,350,Human Resources,13,Bachelor,Human Resources,1844,Low,Male,56,Medium,1,Human Resources,Divorced,2335,3157,4,Y,Yes,15,Excellent,80,3,4,3,3,2,2,2,0
,45,No,Non-Travel,589,Sales,2,Master,Life Sciences,1845,High,Female,67,High,2,Sales Executive,Married,5154,19665,4,Y,No,22,Outstanding,80,2,10,3,4,8,7,5,7
,36,No,Travel_Rarely,430,Research & Development,2,Master,Other,1847,Very High,Female,73,High,2,Research Scientist,Married,6962,19573,4,Y,Yes,22,Outstanding,80,1,15,2,3,1,0,0,0
,43,No,Travel_Frequently,1422,Sales,2,Master,Life Sciences,1849,Low,Male,92,High,2,Sales Executive,Married,5675,19246,1,Y,No,20,Outstanding,80,1,7,5,3,7,7,7,7
,27,No,Travel_Frequently,1297,Research & Development,5,College,Life Sciences,1850,Very High,Female,53,High,1,Laboratory Technician,Single,2379,19826,0,Y,Yes,14,Excellent,80,0,6,3,2,5,4,0,2
,29,No,Travel_Frequently,574,Research & Development,20,Below College,Medical,1852,Very High,Male,40,High,1,Laboratory Technician,Married,3812,7003,1,Y,No,13,Excellent,80,0,11,3,4,11,8,3,10
,32,No,Travel_Frequently,1318,Sales,10,Master,Marketing,1853,Very High,Male,79,High,2,Sales Executive,Single,4648,26075,8,Y,No,13,Excellent,80,0,4,2,4,0,0,0,0
,42,No,Non-Travel,355,Research & Development,10,Master,Technical Degree,1854,High,Male,38,High,1,Research Scientist,Married,2936,6161,3,Y,No,22,Outstanding,80,2,10,1,2,6,3,3,3
,47,No,Travel_Rarely,207,Research & Development,9,Master,Life Sciences,1856,Medium,Female,64,High,1,Laboratory Technician,Single,2105,5411,4,Y,No,12,Excellent,80,0,7,2,3,2,2,2,0
,46,No,Travel_Rarely,706,Research & Development,2,College,Life Sciences,1857,Very High,Male,82,High,3,Manufacturing Director,Divorced,8578,19989,3,Y,No,14,Average,80,1,12,4,2,9,8,4,7
,28,No,Non-Travel,280,Human Resources,1,College,Life Sciences,1858,High,Male,43,High,1,Human Resources,Divorced,2706,10494,1,Y,No,15,Excellent,80,1,3,2,3,3,2,2,2
,29,No,Travel_Rarely,726,Research & Development,29,Below College,Life Sciences,1859,Very High,Male,93,Low,2,Healthcare Representative,Divorced,6384,21143,8,Y,No,17,Excellent,80,2,11,3,3,7,0,1,6
